^SAMPLE = GSM11
!Sample_title = NHGRI_A-357
!Sample_geo_accession = GSM11
!Sample_status = Public on Jan 24 2001
!Sample_submission_date = Jan 09 2001
!Sample_last_update_date = May 27 2005
!Sample_type = RNA
!Sample_channel_count = 2
!Sample_source_name_ch1 = melanoma, skin
!Sample_organism_ch1 = Homo sapiens
!Sample_taxid_ch1 = 9606
!Sample_molecule_ch1 = total RNA
!Sample_source_name_ch2 = NHGRI_Melanoma_Ref
!Sample_organism_ch2 = Homo sapiens
!Sample_taxid_ch2 = 9606
!Sample_molecule_ch2 = total RNA
!Sample_description = Biopsy location: skin
!Sample_description = Patient sex: 54
!Sample_description = Patient age: female
!Sample_description = Passage number: ND
!Sample_description = p16 mutation status: mutation
!Sample_description = Invasive ability: 2.8 +/- 0.2%
!Sample_description = Vasculogenic mimicry: -
!Sample_description = Gel contraction: ND
!Sample_description = Cell motility: 67.80 +/- 4.40
!Sample_description = Scratch wound (%): 26
!Sample_description = 
!Sample_description = See http://www.nhgri.nih.gov/DIR/Microarray/Nature_paper.pdf
!Sample_description = and http://www.nhgri.nih.gov/DIR/Microarray/Melanoma_Supplement/index.html
!Sample_platform_id = GPL7
!Sample_contact_name = Michael,,Bittner
!Sample_contact_email = mbittner@nhgri.nih.gov
!Sample_contact_phone = 301-496-7980
!Sample_contact_fax = 301-402-3241
!Sample_contact_department = Cancer Genetics Branch
!Sample_contact_institute = NHGRI, NIH
!Sample_contact_address =  
!Sample_contact_city = Bethesda
!Sample_contact_state = MD
!Sample_contact_zip/postal_code = 20892
!Sample_contact_country = USA
!Sample_contact_web_link = http://www.nhgri.nih.gov/Intramural_research/People/bittnerm.html
!Sample_supplementary_file = NONE
!Sample_series_id = GSE1
!Sample_data_row_count = 8192
#ID_REF = 
#CH1_TARGET_TOP = Sample 1 (Red Channel) target location in image - top
#CH1_TARGET_LT = Sample 1 (Red Channel) target location in image - left
#CH1_TARGET_BOT = Sample 1 (Red Channel) target location in image - bottom
#CH1_TARGET_RT = Sample 1 (Red Channel) target location in image - right
#CH1_RAW = Sample 1 (Red Channel) Total Intensity
#CH1_MEAN = Sample 1 (Red Channel) Mean Intensity
#CH1_SD = Sample 1 (Red Channel) Standard Deviation
#CH1_AREA = Sample 1 (Red Channel) Area
#CH1_BKD_MEAN = Sample 1 (Red Channel) Mean Background Level
#CH1_BKD_SD = Sample 1 (Red Channel) Background Standard Deviation
#CH2_TARGET_TOP = Sample 2 (Green Channel) target location in image - top
#CH2_TARGET_LT = Sample 2 Green Channel) target location in image - left
#CH2_TARGET_BOT = Sample 2 Green Channel) target location in image - bottom
#CH2_TARGET_RT = Sample 2 Green Channel) target location in image - right
#CH2_RAW = Sample 2 Green Channel) Total Intensity
#CH1_MEAN = Sample 1 (Red Channel) Mean Intensity
#CH2_SD = Sample 2 Green Channel) Standard Deviation
#CH2_AREA = Sample 2 Green Channel) Area
#CH2_BKD_MEAN = Sample 2 Green Channel) Mean Background Level
#CH2_BKD_SD = Sample 2 Green Channel) Background Standard Deviation
#UNION_AREA = Union Area
#RATIO = Raw Ratio
#VALUE = log ratio of PRE_VALUE
#CONF_LEVEL = Confidence Level - fixed at 99%
#CONF_LOW = Confidence Interval - Lower Bound - Raw Ratio
#CONF_UP = Confidence Interval - Upper Bound - Raw Ratio
#NORM_FACTOR = M-value
#CV = Coefficient of variance
#PRE_VALUE = Calibrated Ratio
!sample_table_begin
ID_REF	CH1_TARGET_TOP	CH1_TARGET_LT	CH1_TARGET_BOT	CH1_TARGET_RT	CH1_RAW	CH1_MEAN	CH1_SD	CH1_AREA	CH1_BKD_MEAN	CH1_BKD_SD	CH2_TARGET_TOP	CH2_TARGET_LT	CH2_TARGET_BOT	CH2_TARGET_RT	CH2_RAW	CH1_MEAN	CH2_SD	CH2_AREA	CH2_BKD_MEAN	CH2_BKD_SD	UNION_AREA	RATIO	VALUE	CONF_LEVEL	CONF_LOW	CONF_UP	NORM_FACTOR	CV	PRE_VALUE
97	263	113	281	131	291250	1986.9	791.8	45	3406.6	338.7	263	113	281	131	331056	2333.9	688.0	62	3796.8	252.3	62	0.851	0.0962153	99.000	0.318	1.462	0.682	0.188	1.248
98	879	123	897	141	1	1.0	0.0	0	3319.0	341.5	879	123	897	141	1	1.0	0.0	0	4484.9	271.1	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
99	299	113	317	131	200756	1386.2	1342.3	0	3510.3	372.2	299	113	317	131	345595	4605.1	3619.0	49	3824.1	263.2	49	0.301	-0.3555613	99.000	0.318	1.462	0.682	0.188	0.441
100	916	123	934	141	1	1.0	0.0	0	3262.1	326.5	916	123	934	141	1	1.0	0.0	0	4575.5	301.0	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
101	336	113	354	131	1	1.0	0.0	0	3582.1	406.0	336	113	354	131	1	1.0	0.0	0	3879.7	274.6	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
102	952	123	970	141	1	1.0	0.0	0	3194.3	304.9	952	123	970	141	1	1.0	0.0	0	4579.2	265.6	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
103	373	113	391	131	200315	1420.3	509.0	0	3587.6	378.1	373	113	391	131	227891	1806.2	318.1	48	3891.1	255.6	48	0.786	0.0618293	99.000	0.318	1.462	0.682	0.188	1.153
104	988	123	1006	141	114032	1146.1	456.8	0	3239.7	375.8	988	123	1006	141	176879	2184.8	833.0	34	4618.2	286.7	34	0.525	-0.1140743	99.000	0.318	1.462	0.682	0.188	0.769
105	409	113	427	131	326427	579.2	582.0	0	3501.2	329.7	409	113	427	131	541713	2852.1	2061.4	88	3919.3	263.1	88	0.203	-0.5257843	99.000	0.318	1.462	0.682	0.188	0.298
106	1025	123	1043	141	1	1.0	0.0	0	3119.2	342.9	1025	123	1043	141	1	1.0	0.0	0	4628.5	245.2	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
107	446	113	464	131	208467	1422.9	463.6	31	3314.9	297.3	446	113	464	131	253535	1797.9	467.0	52	3964.3	236.9	52	0.791	0.0648323	99.000	0.318	1.462	0.682	0.188	1.161
108	1061	123	1079	141	1	1.0	0.0	0	2953.1	291.8	1061	123	1079	141	1	1.0	0.0	0	4731.8	297.4	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
109	270	731	288	749	426615	2701.1	1224.7	65	3393.4	348.1	270	731	288	749	750427	7122.5	2883.8	78	3597.8	250.7	78	0.379	-0.2549253	99.000	0.318	1.462	0.682	0.188	0.556
110	869	730	887	748	279529	1416.5	693.5	31	3665.9	357.0	869	730	887	748	375787	2509.1	888.1	63	4323.4	246.7	63	0.565	-0.0819703	99.000	0.318	1.462	0.682	0.188	0.828
111	306	730	324	748	278390	1362.3	985.0	0	3521.7	345.4	306	730	324	748	654435	7843.3	4625.5	65	3638.1	252.3	65	0.174	-0.5934603	99.000	0.318	1.462	0.682	0.188	0.255
112	905	730	923	748	257050	413.8	508.4	0	3666.3	366.6	905	730	923	748	577933	4707.3	2538.6	71	4466.3	268.5	71	0.088	-0.8894103	99.000	0.318	1.462	0.682	0.188	0.129
113	343	730	361	748	216328	1606.6	993.3	0	3544.1	338.5	343	730	361	748	217495	1502.2	456.1	50	3676.3	250.1	50	1.070	0.1953463	99.000	0.318	1.462	0.682	0.188	1.568
114	942	730	960	748	324574	1981.2	1595.6	37	3614.9	363.9	942	730	960	748	454423	3344.1	2349.6	65	4490.8	268.0	66	0.592	-0.0609803	99.000	0.318	1.462	0.682	0.188	0.869
115	379	729	397	747	281289	2655.4	955.1	48	3459.6	320.2	379	729	397	747	253382	1757.5	600.6	52	3750.9	286.6	54	1.511	0.3455703	99.000	0.318	1.462	0.682	0.188	2.216
116	979	730	997	748	1	1.0	0.0	0	3559.5	361.8	979	730	997	748	1	1.0	0.0	0	4560.5	278.3	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
117	415	729	433	747	268018	1163.7	630.7	0	3538.3	362.7	415	729	433	747	315661	1879.9	630.4	65	3658.0	224.6	65	0.619	-0.0419143	99.000	0.318	1.462	0.682	0.188	0.908
118	1015	730	1033	748	1	1.0	0.0	0	3413.3	316.1	1015	730	1033	748	1	1.0	0.0	0	4610.4	282.9	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
119	451	728	469	746	300563	3280.3	1751.8	42	3550.6	401.7	451	728	469	746	275333	2494.8	1141.7	52	3762.8	263.8	52	1.315	0.2851073	99.000	0.318	1.462	0.682	0.188	1.928
120	1052	730	1070	748	1	1.0	0.0	0	3298.0	320.9	1052	730	1070	748	1	1.0	0.0	0	4655.5	272.3	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
121	264	1335	282	1353	181500	931.0	371.8	0	3495.8	498.9	264	1335	282	1353	233496	1997.8	632.9	49	3697.2	271.8	49	0.466	-0.1655793	99.000	0.318	1.462	0.682	0.188	0.683
122	880	1335	898	1353	592584	5926.0	3043.6	62	3950.4	403.4	880	1335	898	1353	797111	8865.7	4292.2	66	4419.5	280.8	68	0.668	-0.0087743	99.000	0.318	1.462	0.682	0.188	0.980
123	300	1335	318	1353	1	1.0	0.0	0	3466.0	508.0	300	1335	318	1353	1	1.0	0.0	0	3643.1	290.8	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
124	917	1335	935	1353	230658	984.3	453.8	0	3923.3	376.6	917	1335	935	1353	314520	2112.7	634.9	55	4579.2	258.3	55	0.466	-0.1655793	99.000	0.318	1.462	0.682	0.188	0.683
125	336	1335	354	1353	1	1.0	0.0	0	3491.2	475.7	336	1335	354	1353	1	1.0	0.0	0	3583.5	263.5	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
126	953	1335	971	1353	1	1.0	0.0	0	3990.0	429.6	953	1335	971	1353	1	1.0	0.0	0	4561.6	272.7	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
127	373	1335	391	1353	1	1.0	0.0	0	3523.9	503.4	373	1335	391	1353	1	1.0	0.0	0	3556.0	274.6	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
128	989	1335	1007	1353	1045677	18287.1	9524.8	51	3961.3	347.6	989	1335	1007	1353	1236830	21620.6	11620.0	54	4694.9	301.2	55	0.846	0.0934223	99.000	0.318	1.462	0.682	0.188	1.240
129	409	1335	427	1353	355205	2971.4	1195.4	50	3486.9	449.8	409	1335	427	1353	347163	2768.3	1248.1	60	3543.7	253.4	63	1.073	0.1970053	99.000	0.318	1.462	0.682	0.188	1.574
130	1026	1335	1044	1353	237655	1450.3	715.9	0	3950.9	382.2	1026	1335	1044	1353	323073	2760.1	965.5	52	4582.5	254.7	52	0.525	-0.1129463	99.000	0.318	1.462	0.682	0.188	0.771
131	445	1335	463	1353	1	1.0	0.0	0	3427.0	453.2	445	1335	463	1353	1	1.0	0.0	0	3474.2	215.6	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
132	1062	1335	1080	1353	543825	6194.0	3657.1	62	3876.8	397.4	1062	1335	1080	1353	726847	8921.6	5103.1	60	4538.5	272.2	62	0.694	0.0077483	99.000	0.318	1.462	0.682	0.188	1.018
133	259	1966	277	1984	1	1.0	0.0	0	3173.2	381.4	259	1966	277	1984	1	1.0	0.0	0	3132.0	266.1	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
134	884	1956	902	1974	230869	1243.2	993.3	0	3775.7	390.1	884	1956	902	1974	322425	3228.6	1808.6	54	3780.6	217.9	54	0.385	-0.2479523	99.000	0.318	1.462	0.682	0.188	0.565
135	295	1966	313	1984	310688	1551.9	1048.1	36	3085.3	304.9	295	1966	313	1984	420672	3053.5	1771.1	72	3225.2	237.2	75	0.508	-0.1278443	99.000	0.318	1.462	0.682	0.188	0.745
136	920	1956	938	1974	797914	6518.6	4373.2	67	3980.3	415.3	920	1956	938	1974	880405	7035.7	3446.5	80	4548.6	758.9	84	0.927	0.1332193	99.000	0.318	1.462	0.682	0.188	1.359
137	332	1966	350	1984	189347	1297.3	707.1	0	3210.9	333.9	332	1966	350	1984	203625	1725.0	746.1	50	3123.2	212.8	50	0.752	0.0425763	99.000	0.318	1.462	0.682	0.188	1.103
138	957	1955	975	1973	1	1.0	0.0	0	3985.4	457.2	957	1955	975	1973	1	1.0	0.0	0	3962.9	253.3	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
139	368	1966	386	1984	1	1.0	0.0	0	3247.6	346.8	368	1966	386	1984	1	1.0	0.0	0	3130.1	216.3	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
140	993	1955	1011	1973	251555	1528.7	1242.7	0	3823.5	412.4	993	1955	1011	1973	335171	3237.5	1847.8	55	3893.8	232.4	55	0.472	-0.1598943	99.000	0.318	1.462	0.682	0.188	0.692
141	404	1966	422	1984	198504	1644.7	809.2	30	3317.9	376.8	404	1966	422	1984	230702	2601.6	1111.9	48	3165.9	224.9	48	0.632	-0.0329203	99.000	0.318	1.462	0.682	0.188	0.927
142	1029	1955	1047	1973	441697	6276.6	4550.4	48	3995.4	389.0	1029	1955	1047	1973	257724	1960.5	1123.6	37	4033.1	262.1	51	3.202	0.6716363	99.000	0.318	1.462	0.682	0.188	4.695
143	441	1966	459	1984	206469	2383.1	1192.6	39	3197.2	309.6	441	1966	459	1984	219681	2715.4	1497.1	45	3222.0	240.0	45	0.878	0.1095793	99.000	0.318	1.462	0.682	0.188	1.287
144	1066	1955	1084	1973	172295	2209.1	1593.9	0	3944.3	383.9	1066	1955	1084	1973	223399	3950.0	2059.4	36	4028.5	230.1	36	0.559	-0.0861863	99.000	0.318	1.462	0.682	0.188	0.820
145	281	113	299	131	1	1.0	0.0	0	3460.2	352.1	281	113	299	131	1	1.0	0.0	0	3793.7	264.8	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
146	897	123	915	141	200051	2617.2	1859.8	0	3266.6	328.6	897	123	915	141	329666	5141.5	3438.9	42	4554.6	298.7	42	0.509	-0.1266793	99.000	0.318	1.462	0.682	0.188	0.747
147	318	113	336	131	483515	3513.3	1499.6	73	3494.2	342.7	318	113	336	131	535665	3898.4	1659.4	73	3864.9	272.3	77	0.901	0.1212313	99.000	0.318	1.462	0.682	0.188	1.322
148	934	123	952	141	1	1.0	0.0	0	3237.1	318.5	934	123	952	141	1	1.0	0.0	0	4620.3	305.2	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
149	354	113	372	131	156300	1339.0	525.4	0	3545.3	359.0	354	113	372	131	164011	1263.8	284.3	40	3861.5	246.7	40	1.060	0.1914513	99.000	0.318	1.462	0.682	0.188	1.554
150	970	123	988	141	1	1.0	0.0	0	3240.1	362.2	970	123	988	141	1	1.0	0.0	0	4581.4	268.5	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
151	391	113	409	131	138265	1400.2	470.6	0	3537.8	362.9	391	113	409	131	155131	1637.3	389.6	36	3903.1	251.1	36	0.855	0.0982983	99.000	0.318	1.462	0.682	0.188	1.254
152	1007	123	1025	141	94266	788.7	424.3	0	3139.0	328.8	1007	123	1025	141	166535	2310.7	577.1	32	4628.3	272.8	32	0.341	-0.3001623	99.000	0.318	1.462	0.682	0.188	0.501
153	427	113	445	131	251465	3607.0	2391.8	37	3577.7	383.8	427	113	445	131	193514	1590.4	681.7	38	3938.6	247.2	43	2.268	0.5219223	99.000	0.318	1.462	0.682	0.188	3.326
154	1043	123	1061	141	1	1.0	0.0	0	2957.0	284.4	1043	123	1061	141	1	1.0	0.0	0	4722.9	294.7	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
155	464	112	482	130	395764	2746.2	1366.2	62	3342.5	304.6	464	112	482	130	577914	4869.7	2392.1	72	4021.3	260.8	73	0.564	-0.0824943	99.000	0.318	1.462	0.682	0.188	0.827
156	1079	122	1097	140	76851	438.6	316.0	0	3054.7	351.7	1079	122	1097	140	149792	2119.4	712.8	30	4689.3	258.7	30	0.207	-0.5185573	99.000	0.318	1.462	0.682	0.188	0.303
157	288	731	306	749	107442	1280.0	990.3	0	3391.4	354.8	288	731	306	749	156528	3198.6	1526.7	31	3606.9	255.0	31	0.400	-0.2313623	99.000	0.318	1.462	0.682	0.188	0.587
158	887	730	905	748	112795	609.3	368.4	0	3729.0	383.9	887	730	905	748	150580	1427.5	326.7	34	4364.0	242.4	34	0.427	-0.2034263	99.000	0.318	1.462	0.682	0.188	0.626
159	324	730	342	748	437293	3202.9	1957.1	51	3629.8	376.4	324	730	342	748	347351	1771.1	830.5	58	3656.3	240.6	72	1.808	0.4235743	99.000	0.318	1.462	0.682	0.188	2.652
160	924	730	942	748	1	1.0	0.0	0	3570.1	342.1	924	730	942	748	1	1.0	0.0	0	4504.3	273.5	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
161	361	730	379	748	646010	6070.9	2782.2	74	3429.2	292.1	361	730	379	748	1036301	11523.0	5341.6	76	3716.8	271.6	76	0.527	-0.1118213	99.000	0.318	1.462	0.682	0.188	0.773
162	960	730	978	748	1	1.0	0.0	0	3564.6	360.2	960	730	978	748	1	1.0	0.0	0	4510.2	264.1	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
163	397	729	415	747	119221	1114.4	628.9	0	3471.0	338.5	397	729	415	747	129278	1264.4	251.3	34	3707.9	246.1	34	0.881	0.1115993	99.000	0.318	1.462	0.682	0.188	1.293
164	997	730	1015	748	1	1.0	0.0	0	3545.6	393.4	997	730	1015	748	1	1.0	0.0	0	4612.8	287.1	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
165	433	728	451	746	190217	694.3	600.9	0	3532.7	362.4	433	728	451	746	259694	2113.3	923.8	53	3657.6	228.9	53	0.329	-0.3169533	99.000	0.318	1.462	0.682	0.188	0.482
166	1034	730	1052	748	1	1.0	0.0	0	3428.9	357.6	1034	730	1052	748	1	1.0	0.0	0	4626.2	279.1	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
167	470	728	488	746	190095	2363.0	871.1	34	3397.4	335.0	470	728	488	746	197199	2210.5	735.9	40	3765.2	250.7	41	1.069	0.1953463	99.000	0.318	1.462	0.682	0.188	1.568
168	1070	729	1088	747	112128	816.2	414.2	0	3336.7	350.7	1070	729	1088	747	167769	1545.1	445.4	35	4668.6	274.3	35	0.528	-0.1106983	99.000	0.318	1.462	0.682	0.188	0.775
169	282	1335	300	1353	196097	506.8	411.5	0	3495.2	480.9	282	1335	300	1353	280303	2057.4	758.8	57	3663.0	264.7	57	0.246	-0.4424933	99.000	0.318	1.462	0.682	0.188	0.361
170	898	1335	916	1353	758337	8899.7	5091.6	65	3953.5	380.4	898	1335	916	1353	788176	8840.9	4466.4	64	4518.0	245.9	67	1.007	0.1690863	99.000	0.318	1.462	0.682	0.188	1.476
171	318	1335	336	1353	1	1.0	0.0	0	3481.4	491.3	318	1335	336	1353	1	1.0	0.0	0	3591.2	265.2	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
172	935	1335	953	1353	308926	1855.2	1064.1	33	3973.6	414.9	935	1335	953	1353	434157	3604.2	1863.2	61	4587.4	259.2	61	0.515	-0.1220533	99.000	0.318	1.462	0.682	0.188	0.755
173	355	1335	373	1353	206279	3086.1	3811.9	0	3568.1	536.1	355	1335	373	1353	199375	2829.8	1461.8	39	3601.6	283.0	39	1.091	0.2038483	99.000	0.318	1.462	0.682	0.188	1.599
174	971	1335	989	1353	198731	2018.6	985.5	0	4003.6	396.2	971	1335	989	1353	243378	2811.1	1124.7	41	4564.0	270.6	41	0.718	0.0224283	99.000	0.318	1.462	0.682	0.188	1.053
175	391	1335	409	1353	328115	1785.7	1011.2	0	3506.5	450.9	391	1335	409	1353	484534	4281.2	2487.3	70	3533.9	253.8	70	0.417	-0.2132493	99.000	0.318	1.462	0.682	0.188	0.612
176	1008	1335	1026	1353	177836	814.4	639.4	0	3992.0	382.9	1008	1335	1026	1353	265221	2583.7	1201.4	45	4584.5	246.4	45	0.315	-0.3353583	99.000	0.318	1.462	0.682	0.188	0.462
177	427	1335	445	1353	135630	903.6	596.4	0	3471.5	444.1	427	1335	445	1353	173715	2052.0	657.4	39	3551.7	252.7	39	0.440	-0.1897673	99.000	0.318	1.462	0.682	0.188	0.646
178	1044	1335	1062	1353	306166	4790.1	2313.9	40	3957.5	407.1	1044	1335	1062	1353	257481	2768.8	940.4	38	4587.8	282.8	43	1.730	0.4043203	99.000	0.318	1.462	0.682	0.188	2.537
179	464	1335	482	1353	293346	2647.7	913.1	51	3339.0	411.0	464	1335	482	1353	237475	1331.1	460.5	53	3515.3	241.6	57	1.989	0.4649363	99.000	0.318	1.462	0.682	0.188	2.917
180	1080	1335	1098	1353	1	1.0	0.0	0	3788.1	365.9	1080	1335	1098	1353	1	1.0	0.0	0	4596.1	283.0	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
181	277	1966	295	1984	445074	4715.5	3565.0	63	3092.9	317.8	277	1966	295	1984	547628	6413.9	4796.3	58	3193.6	256.6	65	0.735	0.0326193	99.000	0.318	1.462	0.682	0.188	1.078
182	902	1956	920	1974	477542	2145.0	2125.9	43	3824.3	323.7	902	1956	920	1974	658121	4388.8	3479.9	86	3837.7	240.1	88	0.489	-0.1444813	99.000	0.318	1.462	0.682	0.188	0.717
183	313	1966	331	1984	618153	9126.4	5562.3	57	3236.6	368.3	313	1966	331	1984	308513	2973.9	2023.8	49	3196.3	229.1	58	3.069	0.6532133	99.000	0.318	1.462	0.682	0.188	4.500
184	938	1955	956	1973	306943	4868.1	2570.8	0	4159.6	502.8	938	1955	956	1973	380019	6634.5	3160.5	42	4542.5	598.4	42	0.734	0.0318123	99.000	0.318	1.462	0.682	0.188	1.076
185	350	1966	368	1984	467707	3439.6	1530.8	73	3242.0	348.9	350	1966	368	1984	778835	8023.1	3492.9	73	3103.1	223.8	78	0.429	-0.2013493	99.000	0.318	1.462	0.682	0.188	0.629
186	975	1955	993	1973	142954	1215.1	782.1	0	3890.4	448.0	975	1955	993	1973	183213	2652.6	841.4	36	3890.7	233.0	36	0.458	-0.1726313	99.000	0.318	1.462	0.682	0.188	0.672
187	386	1966	404	1984	236112	2499.3	1092.4	38	3259.5	360.2	386	1966	404	1984	243300	2726.5	1174.6	46	3207.6	241.1	49	0.917	0.1283993	99.000	0.318	1.462	0.682	0.188	1.344
188	1011	1955	1029	1973	1	1.0	0.0	0	3855.0	383.6	1011	1955	1029	1973	1	1.0	0.0	0	3961.2	255.8	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
189	423	1966	441	1984	127361	1740.5	569.2	0	3353.9	336.2	423	1966	441	1984	115502	1446.4	246.8	33	3173.7	215.7	33	1.203	0.2467453	99.000	0.318	1.462	0.682	0.188	1.765
190	1048	1955	1066	1973	180720	1323.3	798.9	0	3992.0	401.8	1048	1955	1066	1973	226322	2619.2	1109.4	42	4037.3	231.1	42	0.505	-0.1301823	99.000	0.318	1.462	0.682	0.188	0.741
191	459	1966	477	1984	1	1.0	0.0	0	3178.4	331.9	459	1966	477	1984	1	1.0	0.0	0	3236.2	247.5	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
192	1084	1955	1102	1973	305401	5325.1	2820.2	34	3929.4	351.3	1084	1955	1102	1973	211228	2252.7	1100.8	38	4148.2	275.6	41	2.364	0.5399543	99.000	0.318	1.462	0.682	0.188	3.467
193	482	112	500	130	186871	1109.5	621.1	0	3562.3	378.2	482	112	500	130	239009	1891.0	587.8	48	4084.2	260.1	48	0.587	-0.0655023	99.000	0.318	1.462	0.682	0.188	0.860
194	1098	122	1116	140	1	1.0	0.0	0	2960.0	311.1	1098	122	1116	140	1	1.0	0.0	0	4704.1	269.0	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
195	519	112	537	130	1	1.0	0.0	0	3553.2	399.0	519	112	537	130	1	1.0	0.0	0	4046.0	223.1	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
196	1134	122	1152	140	112905	220.7	262.0	0	2915.5	333.0	1134	122	1152	140	285035	3170.2	1817.4	44	4747.4	258.6	44	0.070	-0.9914003	99.000	0.318	1.462	0.682	0.188	0.102
197	555	112	573	130	515559	3816.8	1713.3	73	3548.3	365.4	555	112	573	130	737440	6444.4	2589.8	78	4090.5	229.8	78	0.592	-0.0609803	99.000	0.318	1.462	0.682	0.188	0.869
198	1170	122	1188	140	122107	1161.4	572.5	0	2908.8	332.5	1170	122	1188	140	202445	2009.3	659.0	38	4738.9	281.7	38	0.578	-0.0716043	99.000	0.318	1.462	0.682	0.188	0.848
199	592	112	610	130	176300	1439.1	413.7	53	2478.7	319.8	592	112	610	130	199991	572.7	387.7	0	3871.5	213.0	53	2.513	0.5664373	99.000	0.318	1.462	0.682	0.188	3.685
200	1207	122	1225	140	1	1.0	0.0	0	2925.8	306.0	1207	122	1225	140	1	1.0	0.0	0	4711.3	242.2	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
201	44	132	62	150	161430	1817.0	687.2	0	3564.0	387.6	44	132	62	150	162996	1738.5	502.9	38	3694.7	274.4	38	1.045	0.1855423	99.000	0.318	1.462	0.682	0.188	1.533
202	661	142	679	160	1	1.0	0.0	0	3536.2	364.6	661	142	679	160	1	1.0	0.0	0	4262.6	277.0	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
203	80	132	98	150	843588	9796.4	5843.4	68	3384.6	382.7	80	132	98	150	1602707	21374.7	13203.5	71	3667.6	271.6	72	0.458	-0.1726313	99.000	0.318	1.462	0.682	0.188	0.672
204	697	142	715	160	1	1.0	0.0	0	3542.2	354.2	697	142	715	160	1	1.0	0.0	0	4286.6	261.1	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
205	488	728	506	746	356856	3281.4	1651.5	54	3451.8	351.6	488	728	506	746	440875	4554.4	2412.3	57	3764.0	234.6	61	0.720	0.0240753	99.000	0.318	1.462	0.682	0.188	1.057
206	1089	729	1107	747	1	1.0	0.0	0	3226.9	301.0	1089	729	1107	747	1	1.0	0.0	0	4694.1	284.6	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
207	524	727	542	745	1	1.0	0.0	0	3329.0	655.5	524	727	542	745	1	1.0	0.0	0	3769.8	277.8	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
208	1125	729	1143	747	134906	336.6	322.3	0	3213.5	314.1	1125	729	1143	747	273432	2463.9	948.6	46	4731.7	286.4	46	0.137	-0.6989703	99.000	0.318	1.462	0.682	0.188	0.200
209	560	727	578	745	1	1.0	0.0	0	3501.9	345.7	560	727	578	745	1	1.0	0.0	0	3880.3	234.8	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
210	1162	729	1180	747	1	1.0	0.0	0	3187.8	340.3	1162	729	1180	747	1	1.0	0.0	0	4695.3	262.4	0	1.000	0.1661343	99.000	0.318	1.462	0.682	0.188	1.466
211	597	726	615	744	144513	2659.6	580.3	0	3623.6	357.6	597	726	615	744	141710	2211.7	508.5	31	3949.6	232.8	31	1.203	0.2462523	99.000	0.318	1.462	0.682	0.188	1.763
212	1199	729	1217	747	127936	1221.1	313.2	0	3190.5	301.3	1199	729	1217	747	179389	1454.4	325.8	37	4731.5	279.8	37	0.840	0.0902583	99.000	0.318	1.462	0.682	0.188	1.231
213	52	752	70	770	426718	2545.1	1032.9	69	3381.5	376.6	52	752	70	770	548784	4240.1	1604.1	80	3381.9	287.5	80	0.600	-0.0555173	99.000	0.318	1.462	0.682	0.188	0.880
